,movieName,movieYear,songName,songSinger,songMusic,songLyricist,songLyrics
10,1942 A Love Story ,1993,Rim Jhim Rim Jhim,Kumar Sanu,R. D. Burman,Javed Akhtar,"Rim jhim rim jhim, rum jhum rum jhum
Bheegi bheegi rut mein, tum hum, hum tum
Chalte hain, chalte hain

Bajta hai jal tarang
Teen ki chat pe jab
Motiyon jaisa jal barse
Boondon ki yeh jhadi
Laai hai woh ghadi
Jiske liye hum tarse

Ho bajta hai jal tarang
Teen ki chat pe jab
Motiyon jaisa jal barse
Boondon ki yeh jhadi
Laai hai woh ghadi
Jiske liye hum tarse

Rim jhim rim jhim, rum jhum rum jhum
Bheegi bheegi rut mein, tum hum, hum tum
Chalte hain, chalte hain

Baadal ki chadrein odhe hain waadiyan
Saari dishayein soyi hain
Sapnon ke gaaon mein
Bheegi si chhaanv mein
Do aatmaayein khoi hain

Ho baadal ki chadrein odhe hain waadiyan
Saari dishayein soyi hain
Sapnon ke gaaon mein
Bheegi si chhaanv mein
Do aatmaayein khoi hain

Rim jhim rim jhim la la
Rum jhum rum jhum la la
Bheegi bheegi rut mein ha ha
Tum hum hum tum
Ho chalte hain, chalte hain

Aayi hain dekhane jheelon ke aaine
Baalon ko khole ghatayein
Raahein dhuan dhuan
Jaayenge hum kahaan
Aao yahin reh jaayein

Ho aayi hain dekhane
Jheelon ke aaine
Baalon ko khole ghatayein
Raahein dhuaan dhuaan
Jaayenge hum kahan
Aao yahin reh jaayein

Rim jhim rim jhim, rim jhim
Rum jhum rum jhum, rum jhum
Bheegi bheegi rut mein he he
Tum hum hum tum
Ho chalte hain, chalte hain

Rim jhim rim jhim, rim jhim rim jhim
Rum jhum rum jhum, rum jhum rum jhum
Bheegi bheegi rut mein, bheegi bheegi rut mein
Tum hum hum tum
Ho chalte hain, chalte hain
"
11,1942 A Love Story ,1993,Kuch Na Kaho,"Kumar Sanu, Lata Mangeshkar",R. D. Burman,Javed Akhtar,"Female Version (Lata Mangeshkar)
~~~~~~~~~~~~~~~~~~~~~~~~~

Kuch na kaho kuch bhi na kaho
Kuch na kaho kuch bhi na kaho
Kya kehna hai kya sun-na hai
Mujhko pata hai, tumko pata hai
Samay ka yeh pal, tham sa gaya hai
Aur is pal mein koi nahi hai
Bas ek main hoon bas ek tum ho
Kuch na kaho kuch bhi na kaho

Khoyi sab pehchaanein
Khoye saare apne
Samay ki chhalani se gir gir ke
Khoye saare sapne

Khoyi sab pehchaanein
Khoye saare apne
Samay ki chhalani se gir gir ke
Khoye saare sapne
Aur is pal mein koi nahi hai
Bas ek main hoon bas ek tum ho
Kuch na kaho kuch bhi na kaho

Humne jab dekhe the
Sundar komal sapne
Phool, sitare, parvat, baadal
Sab lagte the apne

Humne jab dekhe the
Sundar komal sapne
Phool, sitare, parvat, baadal
Sab lagte the apne
Aur is pal mein koi nahi hai
Bas ek main hoon bas ek tum ho

Kuch na kaho kuch bhi na kaho
Kya kehna hai kya sun-na hai
Mujhko pata hai, tumko pata hai
Samay ka yeh pal, tham sa gaya hai
Aur is pal mein koi nahi hai
Bas ek main hoon bas ek tum ho

Male Version (Kumar Sanu)
~~~~~~~~~~~~~~~~~~~~~~~~~

Kuch na kaho kuch bhi na kaho
Kuch na kaho kuch bhi na kaho
Kya kehna hai kya sun-na hai
Mujhko pata hai, tumko pata hai
Samay ka yeh pal, tham sa gaya hai
Aur is pal mein koi nahi hai
Bas ek main hoon bas ek tum ho
Kuch na kaho kuch bhi na kaho

Kitne gehare halke
Shaam ke rang hain chhalke
Parvat se yun utare baadal
Jaise aanchal dhalke

Kitne gehare halke
Shaam ke rang hain chhalke
Parvat se yun utare baadal
Jaise aanchal dhalke
Aur is pal mein koi nahi hai
Bas ek main hoon bas ek tum ho
Kuch na kaho kuch bhi na kaho

Sulagi sulagi saansein
Behki behki dhadkan
Mehke mehke shaam ke saaye
Pighle pighle tan man

Sulagi sulagi saansein
Behki behki dhadkan
Mehke mehke shaam ke saaye
Pighle pighle tan man
Aur is pal mein koi nahi hai
Bas ek main hoon bas ek tum ho

Kuch na kaho kuch bhi na kaho
Kya kehna hai kya sun-na hai
Mujhko pata hai, tumko pata hai
Samay ka yeh pal, tham sa gaya hai
Aur is pal mein koi nahi hai
Bas ek main hoon bas ek tum ho
"
12,1942 A Love Story ,1993,Ek Ladki Ko Dekha To Aisa Laga,Kumar Sanu,R. D. Burman,Javed Akhtar,"Ho Ek ladki ko dekha to aisa laga
Ek ladki ko dekha to aisa laga
Jaise khilta gulaab, jaise shayar ka khwaab
Jaise ujali kiran, jaise ban mein hiran
Jaise chandni raat, jaise narmi baat
Jaise mandir mein ho ek jalta diya...
Ho.. ek ladki ko dekha to aisa laga

Ho ek ladki ko dekha to aisa laga
Ek ladki ko dekha to aisa laga
Jaise subah ka roop, jaise sardi ki dhoop
Jaise veena ki taan, jaise rangon ki jaan
Jaise balkhaayen bel, jaise lehron ka khel
Jaise khushboo liye aaye thandi hawa...
Ho.. ek ladki ko dekha to aisa laga

Ho ek ladki ko dekha to aisa laga
Ek ladki ko dekha to aisa laga
Jaise naachta moar, jaise resham ki dor
Jaise pariyon ka raag, jaise sandal ki aag
Jaise solah shringar, jaise ras ki phuhaar
Jaise aahista aahista badhta nasha
Ho.. ek ladki ko dekha to aisa laga
Ek ladki ko dekha to aisa laga
"
13,1947 Earth ,1999,Ishwar Allah Tere Jahaan Mein,"Sujata Mohan, Anuradha Sargam",A. R. Rahman,Javed Akhtar,"Ishwar allah tere jahaan mein
Nafrat kyun hai, jang hai kyun
Tera dil to itna bada hai
Insan ka dil tang hai kyun

Ishwar Allah tere jahaan mein
Nafrat kyun hai, jang hai kyun
Tera dil to itna bada hai
Insan ka dil tang hai kyun

Kadam kadam par sarhad kyun hai
Saari zameen jo teri hai
Suraj ke phere karati hai
Phir bhii kitni andheri hai
Is duniya ke daaman par
Insan ke lahu ka rang hai kyun

Ishwar Allah tere jahaan mein
Nafrat kyun hai, jang hai kyun
Tera dil to itna bada hai
Insan ka dil tang hai kyun

Ishwar Allah tere jahaan mein
Nafrat kyun hai, jang hai kyun
Tera dil to itna bada hai
Insan ka dil tang hai kyun

Goonj rahi hain kitni cheekhein
Pyaar ki baatein kaun sune
Toot rahe hain kitne sapne
Inke tukde kaun chune
Dil ke darwazon par taale
Taalon par yeh zang hai kyun

Ishwar Allah tere jahaan mein
Nafrat kyun hai, jang hai kyun
Tera dil to itna bada hai
Insan ka dil tang hai kyun
"
14,1947 Earth ,1999,Banno Rani Tumhe Sayani Hona Hi Tha,Sadhana Sargam,A. R. Rahman,Javed Akhtar,"Banno rani tumhe sayani hona hi tha
Hona hi tha, hona hi tha
Ek raja ki tumko rani hona hi tha
Hona hi tha, hona hi tha
Banno rani ek din tumko
Banne raja ke ghar doli mein ja ke
Hum sakhiyon se yun anjaani
Hona hi tha, hona hi tha, hona hi tha
Banno rani tumhe sayani hona hi tha
Hona hi tha, hona hi tha

Nainon mein hain kajal ke dore
Mehandi se rache haath gore
Jhoomar tera dam-dam damke 
Jhumka tera jham-jham jhamke
Haar gale mein jagmagaaye..
Aanchal tera resham resham
Haule haule maddham maddham 
Tu man hi man muskaaye
Tu man hi man muskaaye
Sukh sapnon mein yun mastani
Hona hi tha, hona hi tha, hona hi tha
Banno rani tumhe sayani hona hi tha
Hona hi tha, hona hi tha

Banne raja jo paas aayein
Chaahein ki ye ghunghata uthayein 
Dekho banno maan na jana
Mukhada unko na dikhlana
Pehle sau baatein manwana
Kehna bolo karke salami
Banno karunga teri gulami
Main to hoon tera deewana..
Main to hoon tera deewana
Tumhe deewana, tumhe deewvani
Hona hi tha, hona hi tha, hona hi tha

Banno rani tumhe sayani hona hi tha
Hona hi tha, hona hi tha
Ek raja ki tumko rani hona hi tha
Hona hi tha, hona hi tha
Banno rani ek din tumko
Banne raja ke ghar doli mein ja ke
Hum sakhiyon se yun anjaani
Hona hi tha, hona hi tha, hona hi tha
Banno rani tumhe sayani hona hi tha
Hona hi tha, hona hi tha
"
15,02-Oct,2003,Dil Ke Aaine Mein - Chaand Taron Mein Nazar Aaye Chehara Tera,"Sadhana Sargam, Udit Narayan",Sunil Jha,"Sunil Jha, A. K. Vyas","Hmm hmm hmm
He he he he..

Dil ke aaine mein tujhko saja liya
Jabse maine tujhko apna bana liya
Chaand taaron mein nazar aaye chehra tera

Chaand taaron mein nazar aaye chehra tera
Chaand taaron mein nazar aaye chehra tera
Jab se mere dil pe hua hai sanam pehara tera
Chaand taaron mein nazar aaye chehra tera
Jab se mere dil pe hua hai sanam pehara tera
Chaand taaron mein nazar aaye chehra tera

Ek dooje ke dil mein apna ghar banana hai
Teri khatir sabhi hadon se guzar jaana hai
Tujhse lipta rahoonga ban kar kangna tera
Chaand taaron mein nazar aaye chehra tera
Chaand taaron mein nazar aaye chehra tera

Pyaar mein hum sanam yeh saara jag bhula denge
Mar ke bhi vaade chahaton ke hum nibha denge
Pyaar mein hum sanam yeh saara jag bhula denge
Mar ke bhi vaade chahaton ke hum nibha denge
Jaan se bhi mujhe hai pyara sajna mera
Chaand taaron mein nazar aaye chehra tera
Chaand taaron mein nazar aaye chehra tera
Chaand taaron mein nazar aaye chehra tera


Part 2
~~~~

Ek aisi bhi woh ghadi thi, kya zamana tha
Khoobsurat jahaan se apna ashiyana tha
Tere jaane ke baad jitne gham mile mujhko
Dil pe kitne hain zakhm kaise dikhaoon tujhko
Chhod aaya main bohat peechhe sapna mera


Part 3
~~~~

Ra sa re ga re ni
Sa ga pa dha sa re ga re ni
Sa pa sa ni sa re ga
Re ga sa ni
Sa sa ga re ni
Ni sa re ga pa

Naam tere to humne apani zindgi kar dii
Tujhko maana Khuda tujhi se bandagi kar li
Naam tere to humne apani zindgi kar dii
Tujhko maana Khuda tujhi se bandagi kar li
Teri baahon mein hi hai saara armaan mera
Chaand taaron mein nazar aaye chehra tera
Chaand taaron mein nazar aaye chehra tera
Jab se mere dil pe hua hai sanam pehara tera

Hmm... hmm.. mm..
"
16,2 States ,2014,Mast Magan,"Arijit Singh, Chinmayi Sripada",Shankar Ehsaan Loy,Amitabh Bhattacharya,"Ishq ki dhooni roz jalaaye
[Uthta dhuan to kaise chhupaaye] x 2

Ho akhiyan kare jee hazuri
Maange hai teri manzuri..
Kajra siyaahi, din rang jaaye
Teri kastoori rain jagaye
[Man Mast magan, man mast magan
Bas tera naam dohraaye] x 2

Chaahe bhi to bhool na paaye
[Man mast magan, man mast magan
Bas tera naam dohraaye] x 2

O.. jogiya jog lagake
Makhra rog laga ke
Ishq ki dhooni roz jalaaye
Uthta dhuaan to kaise chhupaaye

[Man mast magan, mann mast magan
Bas tera naam dohraaye] x 2

Chaahe bhi to bhool na paaye
[Man mast magan, man mast magan
Bas tera naam dohraaye] x 2
[Bas tera naam dohraaye]

Odh ke dhaani reet ki chaadar
Aaya tere shehar mein Ranjha tera
Duniya zamaana, jhoota fasaana
Jeene marne ka waada saancha mera
Ho.. sheeshmahal na mujhko suhaye
Tujh sang sookhi roti bhaaye

[Man mast magan, mann mast magan
Bas tera naam dohraaye] x 2

O.. chaahe bhi to bhool na paaye
Man mast magan, man mast magan
Bas tera naam dohraaye
Mann mast magan, man mast magan
Tera naam.. dohraye
"
17,2 States ,2014,Iski Uski,"Shahid Mallya, Shankar Mahadevan",Shankar Ehsaan Loy,Amitabh Bhattacharya,"[Aa aa aa.. hor hor wadhiya] x 4

Punjab da puttar, hai pind Jalandhar
Yaar wai wai ankhiyon se kill karda
King type da, hai tang life da
Yaar wai wai khetaan vich chill karda
Do it my way, nahi te Highway
Inko farak yaaron ki penda

Iski uski kaun khiski
Yaaraan da imaan whisky
Uspe chicken ho to hor wadhiya
Pretty pretty face jithe Jatta always utthe
Mamla done ho to hor wadhiya

[Aa aa aa.. hor hor wadhiya] x 2

Punjabi idli, na pate easily
Yaar wai wai ungli pe nachaundi aye
Point blank te encounter kardi
Yaar wai wai jab lak matkandi ai
Left te Dinky, right te Pinky
Kudiyaan di fashion parade lag gai

Iski uski kaun khiski
Yaaraan da imaan whisky
Uspe chicken ho to hor wadhiya
Pretty pretty face jithe Jatta always utthe
Mamla done ho to hor wadhiya

[Aa aa aa.. hor hor wadhiya] x 2

Haan.. tooti Punjabi teri
Yoon na bajaa mundiya
Waadon mein vajan kitna tere
Pehle bataa mundiya haan...
Waadon mein vajan kitna tere
Pehle bataa mundiya

Ho ho ho ho ho...

Jatta da commitment, legal document
Stamp maar ke paper vich will karda oye..
King type da, hai tang life da
Yaar wai wai khetaan vich chill karda
Do it my way, nahi te Highway
Inko farak yaaron ki penda

[Iski uski kaun khiski
Yaaran da imaan whisky
Uspe chicken ho to hor wadhiya
Pretty pretty face jithe Jatta always utthe
Mamla done ho to hor wadhiya] x 2

Ho.. uspe chicken ho to hor wadhiya
To hor wadhiya...
Mamla done ho to hor wadhiya
To hor wadhiya...
"
18,2 States ,2014,Hulla Re,"Shankar Mahadevan, Siddharth Mahadevan, Rasika Shekhar",Shankar Ehsaan Loy,Amitabh Bhattacharya,"Hulla re.. oye oye
Hulla re.. oye oye

Dulhan to matching dulha re
Hulla re..
Hai saaddi akkhan de taare
Hulla re..
Nagaade sang shehnaiâ€Ž.. shehnaiâ€Ž..
Pee pee baaje re
Mohalle saj gaye ne, saj gaye ne
Saj gaye ne chaubaare
Hulla re..
Hulla re..

Haaye phoonk tandoor te chulha re
Hulla re..
Dulhan to matching dulha re
Hulla re..
Ek chhori kataari
Munda tej shikaari
Rasmein tod taad ke hungama kar de
Kundali ki lakeeron pe mohabbat bhaari
Jumle jod jaad ke afsana padh de

Ho aayi saj ke, dhaj ke toliyaan
Te naache raj ke, raj ke dholiyaan
Ker sang shehnai..â€Ž shehnaiâ€Ž..
Pee pee baaje re
Mohalle saj gaye ne, saj gaye ne
Saj gaye ne chaubaare
Hulla re.. 
Hulla re..

Umangein jhoolein jhoola re, 
Hulla re..
Dulhan to... toh.. toh.. 
Hulla re..

Ab dhol khabbe sajje
Sab khol ke darwajje
Subah ke hathon mehndi rach gayi
Banno dulaari dakhni
Banne ke tevar makhni
Udte nainon ki donon ko 
Patangbazi mehngi pad gayi

Ho aayi saj ke, dhaj ke toliyaan
Te naache raj ke, raj ke dholiyaan
Ker sang shehnai..â€Ž shehnaiâ€Ž..
Pee pee baaje re
Mohalle saj gaye ne, saj gaye ne
Saj gaye ne chaubaare
Hulla re.. 
Hulla re..

Dulhan to matching dulha re
Hulla re..
O saaddi akkhan de taare
Hulla re..

Hulla re... oye oye
Hulla re... oye oye
Hulla re...
"
19,2 States ,2014,Chandaniya,"K. Mohan, Yashita",Shankar Ehsaan Loy,Amitabh Bhattacharya,"Tujh bin suraj mein aag nahi re
Tujh bin koyal mein raag nahi re
Chandaniya to barse
Phir kyun mere hath andhere lagde ne

Haan tujh bin phagun mein phaag nahi re
Haan tujh bin jaage bhi jaat nahi re
Tere bina O.. mahiya
Din dariya, rain jazeere lagde ne

[Adhoori, adhoori, adhoori kahaani
Adhoora alvida..
Yoon hi, yoon hi reh na jaaye
Adhoore sada..] x 2

Adhoori.. hai kahani..
Adhoora alvida..

O.. Chandaniya to barse

Phir kyun mere hath andhere lagde ne
Kedi teri narazagi
Gall sun le raaz ki
Jism yeh kya hai, khokhli seepi
Rooh da moti hai tu..
Garaz ho jitni teri
Badle mein jindadi meri
Mere saare bikhre suron se
Geet piroti hai tu..
O.. maahiya tere sitam, tere karam
Dono lutere lagde ne

Tujh bin suraj mein aag nahi re
Tujh bin koyal mein raag nahi re
Chandaniya to barse
Phir kyun mere hath andhere lagde ne

[Adhoori, adhoori, adhoori kahani
Adhoora alvida..
Yoon hi, yoon hi reh na jaaye 
Adhoore sada..] x 2

Adhoori.. hai kahaani..
Adhoora alvida..

Na.. na na na...
Na.. na na na...

Phir kyun mere hath adhere lagde ne
Tere bina O.. maahiya
Din dariya, rain jazeere lagde ne
"
20,2 States ,2014,Offo,"Aditi Singh Sharma, Amitabh Bhattacharya",Shankar Ehsaan Loy,Amitabh Bhattacharya,"Dil ka dimaag se
Jhagda lagaya kisne
Peechhe ke darwaaze se ae..
Dabe paanv aaya kaise
Thoda sa kamina
Thoda bechara hai
Ishq bhoot sahi par ye 
Bhoot bada hi pyara hai

Offo - Ise.. ise daant ke bhagaun
Offo - Ya.. ya seene se lagaun
Offo - Ise.. ise daant ke bhagaun
Offo - Ya.. ya seene se lagaun
Sar pe baithaun ya thappad lagaun
Offo O....

Dekho leke aaya hai
Phokat mein sharaaratein
Tere jaisi hai zara aa..
Iski bhi aadatein
Upar se gaarm hai
Andar se naram hai
Thoda shareef bhi hai thoda
Thoda sa besharam hai hai hai...

Offo - Ise.. ise daant ke bhagaun
Offo - Ya.. ya seene se lagaun
Offo - Ise.. ise daant ke bhagaun
Offo - Ya.. ya seene se lagaun
Sar pe baithaun ya thappad lagaun
Offo O....

Hairat ko bhi hairaniyaan hone lagi
Ab hosh mein nadaniyan hone lagi
Baithe hain dil ek dillagi pe haar ke
Mehngi badi manmaniyan hone lagi
Yaari ke bahaane tanhon se milata hai
Phir mauka milte hi yeh par fialata hai
Haathon ke paar hi iska ishara hai
Ishq bhoot sahi par yeh 
Bhoot bada hi pyaara hai ae ae ae..

Offo - Ise.. ise daant ke bhagaun
Offo - Ya.. ya seene se lagaun
Offo - Ise.. ise daant ke bhagaun
Offo - Ya.. ya seene se lagaun
Sar pe baithaun ya thappad lagaun
Offo O....

Offo.. Offo.. Offo...
"
21,2 States ,2014,Locha E Ulfat,Benny Dayal,Shankar Ehsaan Loy,Amitabh Bhattacharya,"Locha e ulfat song feat. Arjun Kapoor and Alia Bhatt

[Alia: B+
Arjun: Tumhaare shorts kaafi short hain na?]

Eklauta mera dil tha
Bhola-bhala simple tha
Tujhse main takraaya
Sarphira ho gaya
Mujhe pyaar lagaa jo [O..]
Tujhe laga bhai-chaara
Armaan to jaage
Main magar so gaya

Banke museebat
Peechhe padi hai
Yeh comedy hai
Ya tragedy hai
Kya hona tha kyun ho gaya..
Locha e Ulfat ho gaya

Tere mere do nazariye
Nazdeek hai lekin
Ek baal baraabar
Beech mein line hai
Chubhta hi rehta hai
Gadta hi rehta hai
Tujhe fark nahi hai
Tu badi fine hai

Banke museebat
Peechhe padi hai
Yeh comedy hai
Ya tragedy hai
Kya hona tha kyun ho gaya..
Locha e Ulfat ho gaya

Yeh haal behuda hai
Kis mood mein Khuda hai
Kyun dil ki dhadkano se
Maze mein khele
Yeh ludo sanjhaao
Kya khaak dosti hai
Daftar ki naukri hai
Karne ko dil nahi hai magar kare jao..

Locha e.. Locha e..
Locha e Ulfat ho gaya

Locha e..
Locha e e e e e e
"
22,23rd March 1931 Shaheed ,2002,Mera Rang De Basanti Chola,"Hans Raj Hans, Udit Narayan",Anand Raj Anand,Dev Kohli,"Mera rang de basanti chola
Mera rang de basanti chola
Mera rang de basanti chola
Mera rang de basanti chola
Ho aaj rang de, ho maaye rang de
Mera rang de basanti chola

Mera rang de basanti chola
Mera rang de basanti chola
Mera rang de basanti chola
Maaye rang de basanti chola

Azadi ko chali byaahne deewanon ki toliyaan
Azadi ko chali byaahne deewanon ki toliyaan
Khoon se apne likhe denge hum inqlab ki boliyaan
Hum wapas lautenge lekar azadi ka dola
Mera rang de..
Ho mera rang de basanti chola
Mera rang de basanti chola
Maaye rang de basanti chola

Yeh woh chola hai ke jis pe rang na chadhe dooja
Yeh woh chola hai ke jis pe rang na chadhe dooja
Humne to bachpan se ki thi is chole ki puja
Kal tak jo chingari thi woh aaj bani hai shola
Mera rang de..
Ho mera rang de basanti chola
Mera rang de basanti chola
Mera rang de basanti chola
Mera rang de basanti chola
Ho aaj rang de, maaye rang de
Mera rang de basanti chola
Mera rang de basanti chola
Mera rang de basanti chola
Mera rang de basanti chola
Maaye rang de basanti chola
"
23,23rd March 1931 Shaheed ,2002,Saans Hai Jab Talak Na Rukenge Kadam,Hans Raj Hans,Anand Raj Anand,Dev Kohli,"Saans hai jab talak na rukenge kadam
Chal pade hain to manzil ko pa jaayenge
Jaan pyaari nahi hai watan se hamein
Marte marte sabhi ko bataa jaayenge
Aye watan.. aye watan!
Aye watan.. aye watan!

Woh jawani jo khoon ko jalaati nahin
Woh watan ke liye rang laati nahin
Daag lekar gulami ka kyun hum jiyein
Kyun hum jiyein..
Soch kar raat ko neend aati nahin..

Saans hai jab talak na rukenge kadam
Chal pade hain to manzil ko pa jaayenge
Jaan pyaari nahi hai watan se hamein
Marte marte sabhi ko bataa jaayenge
Aye watan.. aye watan!
Aye watan.. aye watan!

Humne tay kar liya humne le li kasam
Khoon se apne seenchenge hum yeh chaman
Humne tay kar liya humne le li kasam
Khoon se apne seenchenge hum yeh chaman
Jaan lekar hatheli pe hum chal diye
Haan hum chal diye
Baadhkar sar pe nikle hain hum yeh kafan 

Saans hai jab talak na rukenge kadam
Chal pade hain to manzil ko pa jaayenge
Jaan pyaari nahi hai watan se hamein
Marte marte sabhi ko bataa jaayenge
Aye watan.. aye watan!
Aye watan.. aye watan!
Aye watan.. aye watan!
Aye watan.. aye watan!
"
24,23rd March 1931 Shaheed ,2002,Khush Raho Khush Raho,Hans Raj Hans,Anand Raj Anand,Dev Kohli,"Vande Mataram, Vande Mataram
Khush raho, khush raho ahle-vatan
Hum apna farz nibha ke chale
Kabhi bujhne na dena us aag ko
Aag seenon mein hum jo laga ke chale

Kya hua neend aayi jo hum so gaye
Hum to saare vatan ko jaga ke chale
Yaad aaye humari to rona nahin
Yaad aaye humari to rona nahin
Tumko aazadi ka rang laga ke chale
Tumko aazadi ka rang laga ke chale
Tumko aazadi ka rang laga ke chale
"
25,3 Bachelors ,2012,Shankeriya Shankeriya,"Vinod Rathod, Mou Mukherjee",Daboo Malik,"Praveen Bharadwaj, Rekha Mistri","Hey jaane tune kaisi maari
Arre humko prem ki kankariya
Arre baithe baithe bhool gaye ji
Apne hi ghar ki dagariya
Haaye apne hi ghar ki dagariya ha

Jaane tune kaisi maari
Hum pe prem ki kankariya
Baithe baithe bhool gaye hum
Apne hi ghar ki dagariya
Lagta hai humko chadh gayi
Chadh gayi, chadh gayi, chadh gayi re
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya x (2)

Teri payal bole â€“ chan chan chan
Tera kangna bole â€“ khan khan khan
Teri bindiya chamke â€“ cham cham cham
Tera chehra damke â€“ dam dam dam
Teri kamariya lachke â€“ lach lach lach
Tu karna goriya â€“ ishhh

Hey hum na jaanein hamein yeh hua kya
Hum bhatke-bhatke hain
Bijli si dil pe giraaye
Jo tere yeh jhatke hain
Tum to kuch badal gaye ho
Yeh tevar hat ke hai
Jone kya hua mere naina
Bas tujhpe atke hain
Lagta tu peechhe pad gayi
Pad gayi, pad gayi, pad gayi re
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya

Sar pe chadh ke bol raha jo
Yeh tera jaadu hai
Kya main kahun, kya main bolun tujhko
Dil hua bekaabu hai
Koi nasha chaya yahan jab se
Tu aaju baaju hai
Dheere dheere aisa lage mujhko
Tu bas mera tu hai
Lagta tu zid pe ad gayi
Ad gayi, ad gayi, ad gayi re
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya

Jaane tune kaisi maari
Hum pe prem ki kankariya
Baithe baithe bhool gaye hum
Apne hi ghar ki dagariya
Lagta hai humko chadh gayi
Chadh gayi, chadh gayi, chadh gayi re
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
Sun shankeriya, oye shankeriya
"
26,300 Days And After ,1938,Sundar Hoon Sakhi Pag Pag Par Main,Miss Bibbo,Anil Biswas,Zia Sarhadi,"Sundar hoon sakhi pag pag par main
Sundarta barsaati hoon
Sundar hoon sakhi pag pag par main
Sundarta barsaati hoon
Meri komal boondon mein main
Meri komal boondon mein main
Naachti gaati aati hoon
Haan naachti gaati aati hoon
Sundar hoon sakhi pag pag par main
Sundarta barsaati hoon
Sundar hoon sakhi pag pag par main
Sundarta barsaati hoon

More mandir mein mere man ki
More mandir mein mere man ki
Pooja hoti rehti hai
More mandir mein mere man ki
Pooja hoti rehti hai
Sukh aangan ki rani main
Taqdeeron ko behlaati hoon
Sukh aangan ki rani main
Taqdeeron ko behlaati hoon
Sundar hoon sakhi pag pag par main
Sundarta barsaati hoon
Sundar hoon sakhi pag pag par main
Sundarta barsaati hoon
"
27,7 Khoon Maaf ,2011,Darling,"Usha Uthup, Rekha Bhardwaj",Vishal Bhardwaj,Gulzar,"Hey Darling!
Aankhon se aankhein chaar karne do
Darling aankhon se aankhein chaar karne do

Darling aankhon se aankhein chaar karne do
Roko na, roko na mujhko pyaar karne do
Darling aankhon se aankhein chaar karne do
Roko na, roko na mujhko pyaar karne do
Beqaif hai bahara, bechain jaane yaara
Bulbulon ko abhi intezar karne do
Darling aankhon se aankhein chaar karne do

Darling, sorry tujhe Sunday ke din zehmat huyi
Darling, milna tera fazal-e-khuda, rehmat huyi
Darling, sorry tujhe aate huye, zehmat huyi
Darling, sorry tujhe Sunday ke din zehmat huyi
Darling, milna tera fazal-e-khuda, rehmat huyi
Rehmat huyi!

Hey darling!
Khadim ko dil par to ikhtiyaar karne do
Darling aankhon se aankhein chaar karne do
Roko na, roko na mujhko pyaar karne do

Darling, chhodo zara sharmane ka yeh qaayda
Hey darling, hairat bhi hai, gairat bhi hai kya fayda
Darling, chhodo zara sharmane ka yeh qaayda
Hey darling, hairat bhi hai, gairat bhi hai kya fayda
Kya fayda!

Hey darling, public mein sansani ek baar karne do
Darling aankhon se aankhein chaar karne do
Roko na roko na mujhko pyaar karne do
Beqaif hai bahara, bechain jaane yaara
Bulbulon ko abhi intezar karne do
Darling aankhon se aankhein chaar karne do
Darling aankhon se aankhein chaar karne do
Darling!
"
28,A Strange Love Story ,2011,Nede Nede,Sukhwinder Singh,"Santok Singh, Ripul-Dharmesh",Amitabh Varma,"Sajna
Ho reh ve sajna akhiyon ke
Nede nede, nede nede sajna
Ho reh ve sajna akhiyon ke
Nede nede, nede nede
Teri yaadon ke diye
Teri yaadon ke diye
Jalte hain dil ke nede

Reh ve sajna akhiyon ke
Nede nede, nede nede sajna
Haan reh ve sajna akhiyon ke
Nede nede, nede nede sajna

Sajna, sajna, sajna, sajna x 2

Aankhon ki sada mein meri
Yaadon ke ujaalon mein
Rooh mein, ragon mein mere
Khwabon mein, kahyaalon mein
Rooh mein, ragon mein mere
Khwabon mein, kahyaalon mein
Khushbu ghuli hai teri
Rang bhi tumhare hain
Saari duniya mein
Ek tere hi sahaare hain
Saari duniya mein
Ek tere hi sahaare hain
Hone ko hain sach sapne
Ab tere mere, tere mere sajna
Ho reh ve sajna akhiyon ke
Nede nede, nede nede sajna

Sajna, sajna, sajna, sajna x 2

Dil ki duayein saari
Aaj rang laayi hain
Meri nazron mein
Teri baahon mein khudaayi hai
Meri nazron mein
Teri baahon mein khudaayi hai
Zarre zarre mein bus
Teri parchhayi hai
Har lamhe mein teri
Yaadon ki rubaayi hai
Har lamhe mein teri
Yaadon ki rubaayi hai
Tujhko dhoonda karte the hum
Dere dere, dere dere sajna
Haye! reh ve sajna akhiyon ke
Nede nede, nede nede sajna
Haan teri yaadon ke diye
Teri yaadon ke diye
Jalte hain dil ke nede

Haan reh ve sajna akhiyon ke
Nede nede, nede nede sajna
Ho reh ve sajna akhiyon ke
Nede nede, nede nede
Sajna sajna sajna x 5
"
